Title,Price,Rating,No. of Reviews,Width,Thickness,Weight,Height,Sales Package,model number,model name,Shape,Color,Touchscreen?,Water resistant?,Sensor,Battery Type,Charge Time,Battery Life,Warranty,Warranty Service Information,Covered in warranty,Not covered in warranty
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Black Strap, Free Size)","₹2,198","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"Noise Ultra 3 Luminary 1st Ever Personalised Alert, 1.96"" AMOLED Display,Metallic Dial Smartwatch  (Jet Black Strap, Regular)","₹2,999","28,810 Ratings","2,042 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-cfultra3luminary-std-gmtl_blk,"Ultra 3 Luminary 1st Ever Personalised Alert, 1.96"" AMOLED Display,Metallic Dial",Rectangle,Black,Yes,Yes,"Heart Rate, SpO2, Accelerometer",,,Upto 7 days,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Black Strap, Free Size)","₹1,399","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Black,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"alt Vibe BT Calling with 1.38 inch HD Display, my QR Code, AI Voice Assistant Smartwatch  (Berry Blue Strap, Regular)",₹899,"7,865 Ratings",689 Reviews,,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw_alt-vibe-std-blu_blu,"Vibe BT Calling with 1.38 inch HD Display, my QR Code, AI Voice Assistant",Round,Blue,Yes,Yes,"Accelerometer, Heart Rate, SpO2",,,Upto 7 days,1 Year Manufacturer Warranty,Contact- help@alt-smart.com | alt-smart.com | 01243633987,Manufacturing Defects,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Chrome Rig Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"Noise Diva 2 Women's Collection, 36mm AMOLED Display, Sleek Design, Premium Straps Smartwatch  (Rose Pink Strap, Regular)","₹4,499",116 Ratings,13 Reviews,,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-diva2-lthr-rgld_pnk,"Diva 2 Women's Collection, 36mm AMOLED Display, Sleek Design, Premium Straps",Round,Pink,Yes,Yes,"Heart Rate, Accelerometer",,,Up to 7 Days,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Silver Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Silver,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Contact : Ph : Ph : +919555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Beige Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Beige,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Fire-Boltt Apollo 2 Super AMOLED 36.3mm (1.43) Bluetooth Calling 100+Sports, AI Voice Smartwatch  (Grey Strap, Free Size)","₹2,499","10,670 Ratings","1,763 Reviews",43.5 mm,10 mm,100 g,10 mm,"1 Smartwatch, 1 Charging Cable, 1 Manual, 1 Silicone Strap",BSW147,"Apollo 2 Super AMOLED 36.3mm (1.43) Bluetooth Calling 100+Sports, AI Voice",Round,Grey,Yes,Yes,"Bluetooth Calling, Voice Assistance, Heart rate measurement (whole day heart rate), blood oxygen measurement and sleep monitoring, and upload app to save data synchronously Accelerometer, Barometer, Gyro Sensor, Light Sensor.",Lithium Ion,120 min,Without Bluetooth Calling Function 7 Days With Bluetooth Calling Function 2 Days | 20 Days Standby Mode,Covers Manufacturing Defects,Customer Support,Manufacturing Defects,
"Noise Icon 3 Plus with 2"" HD Display, Metal Dial, Functional Crown Smartwatch  (Blue Strap, Regular)","₹1,399","7,526 Ratings",588 Reviews,,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon3plus-std-slvr_blu,"Icon 3 Plus with 2"" HD Display, Metal Dial, Functional Crown",Rectangle,Blue,Yes,Yes,"Heart Rate, SpO2",,,Upto 7 days,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,
"Noise Pro 5 1.85 AMOLED Always-on Display, DIY Watch face, SoS Technology, BT Calling Smartwatch  (Black Strap, Regular)","₹3,499","19,294 Ratings","1,357 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfitpro5-44mm-std-blk_blk,"Pro 5 1.85 AMOLED Always-on Display, DIY Watch face, SoS Technology, BT Calling",Rectangle,Black,Yes,Yes,"Heart Rate, SpO2, Accelerometer",,,Upto 7 days,,,,
"BOOMLY T800 Ultra smart watch with WiFi GPS 5G S9 Smartwatch  (Black Strap, Free Size)",₹539,792 Ratings,20 Reviews,44 mm,14 mm,100 g,44 mm,1,T800 watches,T800 Ultra smart watch with WiFi GPS 5G S9,Square,Black,No,Yes,Accelemeter,Lithium,40 min,2 year,NA,NA,NA,
"Cultsport Ace XR 1.43"" Super Retina Amoled Display, 850 NITS, BT Calling, Health Tracking Smartwatch  (Green Strap, Free Size)","₹2,299",515 Ratings,45 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW07,"Ace XR 1.43"" Super Retina Amoled Display, 850 NITS, BT Calling, Health Tracking",Round,Green,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer,",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Boult Crown Pro 2.01"" AMOLED, BT Calling, Working Crown, AOD, Zinc Alloy Frame, SpO2 Smartwatch  (Midnight Black Strap, Free Size)","₹1,799",438 Ratings,49 Reviews,38.7 mm,46.2 mm,40 g,11.5 mm,"Smartwatch, Charging Cable, User Manual, Warranty Card",Crown Pro,"Crown Pro 2.01"" AMOLED, BT Calling, Working Crown, AOD, Zinc Alloy Frame, SpO2",Square,Black,Yes,Yes,"Real Heart Rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"Apple Watch Ultra 2 GPS + Cellular 49mm Black Titanium with Black Ocean Band  (Black Strap, Free Size)","₹89,900",4 Ratings,0 Reviews,44 mm,14.4 mm,61.8 g,,"Apple Watch Ultra 2, Strap, Apple Watch Magnetic Fast Charger to USB-C Cable (1 m)",MX4P3HN/A,Watch Ultra 2 GPS + Cellular 49mm Black Titanium with Black Ocean Band,Rectangle,Black,Yes,Yes,"Electrical heart sensor, Third-generation optical heart sensor, Temperature sensor1, Depth gauge ±1 m accuracy, Water temperature sensor, Compass, Always-on altimeter, High-g accelerometer, High dynamic range gyroscope, Ambient light sensor",Lithium Ion,,Upto 36 Hours On Normal Use,1 Year Manufacturer Warranty,Carry In,Manufacturing Defects,
"Boult Mirage 1.39"" Screen, BT Calling, Working Crown, Zinc Alloy Frame, 500 Nits, SpO2 Smartwatch  (Inox Steel Strap, Free Size)","₹1,799","10,123 Ratings",624 Reviews,46 mm,11.9 mm,106 g,286 mm,"Smartwatch, Charging Cable, Warranty Card, Strap Adjusting Tool, User Manual",Mirage,"Mirage 1.39"" Screen, BT Calling, Working Crown, Zinc Alloy Frame, 500 Nits, SpO2",Round,Silver,Yes,Yes,"Real Heart Rate, SPO2, Pedometer",Lithium Polymer,120 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any kind of Technical Issue,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Black Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Black,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Fastrack Dezire FX1 Luxury Metal with 1.38'' HD Display|Functional Crown|BT Calling|60 Hz Smartwatch  (Steel Strap, Free Size)","₹2,499",257 Ratings,8 Reviews,45 mm,12.5 mm,116 g,51.9 mm,"Smartwatch, Charging Cable, Quick Start Guide, Warranty Card",38126SM01,Dezire FX1 Luxury Metal with 1.38'' HD Display|Functional Crown|BT Calling|60 Hz,Round,Silver,Yes,Yes,Accelerometer,Lithium Polymer,120 min,5 Days,1 Year Limited Warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"boAt Ultima Regal w/ 5.1cm(2.01"") AMOLED Display,Functional Crown & BT Calling Smartwatch  (Active Black Strap, Free Size)","₹2,699",219 Ratings,61 Reviews,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Ultima Regal,"Ultima Regal w/ 5.1cm(2.01"") AMOLED Display,Functional Crown & BT Calling",Rectangle,Black,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"boAt Storm Plus with 1.78'' AMOLED Display, BT Calling, 100+ Sports Modes Smartwatch  (Jet Black Strap, Free Size)","₹1,698","6,468 Ratings",531 Reviews,,,,,"Smartwatch, User Manual, Warranty Card, USB Magnetic Charging Cable",Storm Plus,"Storm Plus with 1.78'' AMOLED Display, BT Calling, 100+ Sports Modes",Rectangle,Black,Yes,Yes,"Heart Rate, SpO2, G-sensor",,,Upto 7 Days,1 year warranty from the date of purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,
"Titan Smart 3|1.96'' AMOLED Display|SingleSync BT Calling|Fast Charging|110+ Sports Smartwatch  (Black Strap, Free Size)","₹4,995","1,014 Ratings",62 Reviews,37.3 mm,10.9 mm,47 g,52 mm,Watch Head::Watch Strap::Charging Cable::Quick Start Guide::Warranty Card,90188AP01,Smart 3|1.96'' AMOLED Display|SingleSync BT Calling|Fast Charging|110+ Sports,Rectangle,Black,Yes,Yes,Accelerometer,Lithium Polymer,60 min,Upto 7 days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Fastrack Revoltt FS1,46.9mm HD Display,Working Crown,Advance Chipset,BT Calling,IP68,SOS Smartwatch  (Beige Strap, Free Size)","₹1,599","2,92,000 Ratings","19,220 Reviews",,,43 g,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",38152PP05K,"Revoltt FS1,46.9mm HD Display,Working Crown,Advance Chipset,BT Calling,IP68,SOS",Square,Beige,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,120 min,Upto 5 Days,1 Year Warranty,Carry-in,Manufacturing Defects,
"Cultsport Ace X 1.96"" AMOLED, Premium Metallic Build, AOD, BT Calling, Live Cricket Score Smartwatch  (Black Strap, Free Size)","₹2,299",184 Ratings,7 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW05,"Ace X 1.96"" AMOLED, Premium Metallic Build, AOD, BT Calling, Live Cricket Score",Rectangle,Black,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer,",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Titan Evoke with 1.43"" AMOLED Display,1000 Nits Brightness,Rotating Crown,BT Calling Smartwatch  (Black Strap, Free Size)","₹8,995",393 Ratings,22 Reviews,47.6 mm,12.3 mm,48.5 g,51.4 mm,"Smartwatch, Watch Strap, Charging Cable, Quick Start Guide, Warranty Card",90172AP01,"Evoke with 1.43"" AMOLED Display,1000 Nits Brightness,Rotating Crown,BT Calling",Round,Black,Yes,Yes,Accelerometer,Lithium Polymer,150 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Apple Watch Series 10 GPS 46mm Jet Black Aluminium with Ink Sport Loop  (Ink Strap, Free Size)","₹49,900",123 Ratings,10 Reviews,39 mm,9.7 mm,36.4 g,,"Apple Watch Series 10, Strap, Apple Watch Magnetic Fast Charger to USB-C Cable (1 m)",MWWR3HN/A,Watch Series 10 GPS 46mm Jet Black Aluminium with Ink Sport Loop,Rectangle,Black,Yes,Yes,"Electrical heart sensor, Third‑generation optical heart sensor, Temperature sensor1, Blood Oxygen sensor2, Compass, Always‑on altimeter, High‑g accelerometer, High dynamic range gyroscope, Ambient light sensor, Depth gauge, Water temperature sensor",Lithium Ion,,Upto 18 Hours On Normal Use,1 Year Manufacturer Warranty,Carry In,Manufacturing Defects,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Jet Black Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Gold Strap, Free Size)","₹2,199",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Gold,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Google Pixel Watch 3 (41 mm), AMOLED LTPO display, Advanced motion sensing Smartwatch  (Obsidian Strap, Free Size)","₹38,999",59 Ratings,9 Reviews,,12.3 mm,31 g,,"Google Pixel Watch 3 (41 mm), Active Band (small and large wristbands), USB-C Fast Charging Cable, Quick start guide",GG3HH,"Pixel Watch 3 (41 mm), AMOLED LTPO display, Advanced motion sensing",Round,Black,Yes,Yes,"Compass, Altimeter, Red and infrared sensors for oxygen saturation (SpO2) monitoring, Multipurpose electrical sensors compatible with ECG app, Multi-path optical heart rate sensor, 3-axis accelerometer, Gyroscope, Ambient light sensor, Electrical sensor to measure skin conductance (cEDA) for body response tracking, Skin temperature sensor, Barometer, Magnetometer",Lithium Ion,80 min,24 hours with always-on display,1 Year Domestic Warranty,Service Centre,Manufacturing Defects Only,
"beatXP Duke 1.43'' Rugged Super AMOLED Display BT Calling, 100+ Sports Modes & IP67 Smartwatch  (Ice Silver Strap, Free Size)","₹1,999","4,179 Ratings",366 Reviews,,,,,"1 x Smartwatch, 1 x Cable, 1 x User Manual",BXIO2014/BXSM5003,"Duke 1.43'' Rugged Super AMOLED Display BT Calling, 100+ Sports Modes & IP67",Round,Silver,Yes,Yes,Health Rate,,,Upto 7 Days,,,,
"NIKHILX T800 Ultra Smart Watch With Wireless Charging Smartwatch  (BLACK Strap, Free Size)",₹549,"17,244 Ratings",789 Reviews,60 mm,45 mm,100 g,50 mm,1 Smart watch,T800 -ULTRA_Black_013,T800 Ultra Smart Watch With Wireless Charging,Square,Black,Yes,Yes,"Accelerometer, Gyroscope, Proximity Sensor",Lithium Ion,60 min,3 Days after proper use and Normal Use 7 Days,,,,
"IAIR W5 Pro | 1.9Inch Super AMOLED DIsplay | Bluetooth Calling | Multi Sport Mode | Smartwatch  (Nature Black Strap, Standard)",₹748,78 Ratings,21 Reviews,,,,,"1 Smartwatch, 1 Charging cable, 1 User Manual",W5 Pro,W5 Pro | 1.9Inch Super AMOLED DIsplay | Bluetooth Calling | Multi Sport Mode |,Square,"Black, Multicolor",Yes,Yes,Gesture Sensor,Lithium Polymer,60 min,3-4 days,,,,
"Fastrack Optimus 2 Pro,36.3mm AMOLED Display,AOD,Metal Case,Working Crown,BT Calling,SOS Smartwatch  (Grey Strap, Free Size)","₹2,298","24,855 Ratings","1,565 Reviews",52 mm,11.5 mm,52 g,46 mm,"Smartwatch, Charging Cable, Quick Start Guide",38153SP01,"Optimus 2 Pro,36.3mm AMOLED Display,AOD,Metal Case,Working Crown,BT Calling,SOS",Round,Grey,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,120 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Fire-Boltt Obsidian 33.5mm (1.3 inch) AMOLED, Bluetooth Calling, Stainless Steel Design Smartwatch  (Silver Strap, Free Size)","₹2,299",465 Ratings,56 Reviews,45.1 mm,13 mm,60 g,13 mm,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW210,"Obsidian 33.5mm (1.3 inch) AMOLED, Bluetooth Calling, Stainless Steel Design",Round,Silver,Yes,Yes,"Heart Rate, SpO2, Pedometer",Lithium Ion,180 min,Upto 6 Days,,Customer Support,Manufacturing Defects,
"GameSir H9 Pink-A1 Full Screen Touch Watch Specially Made for Girl & Women Smartwatch  (Pink Strap, 2.01 Inch Full Screen Display)",₹999,428 Ratings,8 Reviews,,,,,1 Smartwatch,H9 Pink-69-A,H9 Pink-A1 Full Screen Touch Watch Specially Made for Girl & Women,Rectangle,Pink,Yes,No,Fitness Health Sports Real time Track and Accurate answer,Lithium Polymer,100 min,2 Days Battery after Proper use,3 Month of Manufacturing Warranty,Contact - bellstartrading2012@gmail.com|+91 11 4167 5188,Manufacturing defect,
"Noise FuPlus 1.43"" AMOLED display, Bluetooth Calling, 100+ Watch faces, IP68 Rating Smartwatch  (Brown Strap, Regular)","₹1,599","3,708 Ratings",273 Reviews,,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-fuseplus-std-brn_brn,"FuPlus 1.43"" AMOLED display, Bluetooth Calling, 100+ Watch faces, IP68 Rating",Round,Brown,Yes,Yes,"Heart Rate, SpO2, Accelerometer",,,Upto 7 Days,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Silver Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Silver,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Orange Strap, Free Size)","₹1,399","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Orange,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
